"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CVSSv4_BaseSeverity","CVSSv4_BaseScore","CVSSv4","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2025-24813,"CWE-44 Path Equivalence: 'file.name' (Internal Dot), CWE-502 Deserialization of Untrusted Data, CWE-706 Use of Incorrectly-Resolved Name or Reference","Path Equivalence: 'file.Name' (Internal Dot) leading to Remote Code Execution and/or Information disclosure and/or malicious content added to uploaded files via write enabled Default Servlet in Apache Tomcat.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.2, from 10.1.0-M1 through 10.1.34, from 9.0.0.M1 through 9.0.98. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 though 8.5.100. Other, older, EOL versions  may also be affected.   If all of the following were true, a malicious user was able to view       security sensitive files and/or inject content into those files: - writes enabled for the default servlet (disabled by default) - support for partial PUT (enabled by default) - a target URL for security sensitive uploads that was a sub-directory of a target URL for public uploads - attacker knowledge of the names of security sensitive files being uploaded - the security sensitive files also being uploaded via partial PUT  If all of the following were true, a malicious user was able to       perform remote code execution: - writes enabled for the default servlet (disabled by default) - support for partial PUT (enabled by default) - application was using Tomcat's file based session persistence with the default storage location - application included a library that may be leveraged in a deserialization attack  Users are recommended to upgrade to version 11.0.3, 10.1.35 or 9.0.99, which fixes the issue.",NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,"","","",HIGH,63,Apache,Tomcat,Apache Tomcat Path Equivalence Vulnerability,2025-04-01,"Apache Tomcat contains a path equivalence vulnerability that allows a remote attacker to execute code, disclose information, or inject malicious content via a partial PUT request.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-04-22,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://lists.apache.org/thread/j5fkjv2k477os90nczf2v9l61fb0kkgq ; https://nvd.nist.gov/vuln/detail/CVE-2025-24813"
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2025-31651,CWE-116 Improper Encoding or Escaping of Output,"Improper Neutralization of Escape, Meta, or Control Sequences vulnerability in Apache Tomcat. For a subset of unlikely rewrite rule configurations, it was possible  for a specially crafted request to bypass some rewrite rules. If those  rewrite rules effectively enforced security constraints, those  constraints could be bypassed.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.5, from 10.1.0-M1 through 10.1.39, from 9.0.0.M1 through 9.0.102. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 though 8.5.100. Other, older, EOL versions  may also be affected.   Users are recommended to upgrade to version [FIXED_VERSION], which fixes the issue.",NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2025-55754,"CWE-150 Improper Neutralization of Escape, Meta, or Control Sequences","Improper Neutralization of Escape, Meta, or Control Sequences vulnerability in Apache Tomcat.  Tomcat did not escape ANSI escape sequences in log messages. If Tomcat was running in a console on a Windows operating system, and the console supported ANSI escape sequences, it was possible for an attacker to use a specially crafted URL to inject ANSI escape sequences to manipulate the console and the clipboard and attempt to trick an administrator into running an attacker controlled command. While no attack vector was found, it may have been possible to mount this attack on other operating systems.    This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.10, from 10.1.0-M1 through 10.1.44, from 9.0.40 through 9.0.108.  The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.60 though 8.5.100. Other, older, EOL versions may also be affected. Users are recommended to upgrade to version 11.0.11 or later, 10.1.45 or later or 9.0.109 or later, which fix the issue.",NVD,"","","",CRITICAL,9.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H/E:2.8/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2025-49124,CWE-426 Untrusted Search Path,"Untrusted Search Path vulnerability in Apache Tomcat installer for Windows. During installation, the Tomcat installer for Windows used icacls.exe without specifying a full path.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.7, from 10.1.0 through 10.1.41, from 9.0.23 through 9.0.105. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 through 8.5.100 and 7.0.95 through 7.0.109. Other EOL versions may also be affected.   Users are recommended to upgrade to version 11.0.8, 10.1.42 or 9.0.106, which fix the issue.",NVD,"","","",HIGH,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:2.5/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2025-31650,CWE-459 Incomplete Cleanup,"Improper Input Validation vulnerability in Apache Tomcat. Incorrect error handling for some invalid HTTP priority headers resulted in incomplete clean-up of the failed request which created a memory leak. A large number of such requests could trigger an OutOfMemoryException resulting in a denial of service.  This issue affects Apache Tomcat: from 9.0.76 through 9.0.102, from 10.1.10 through 10.1.39, from 11.0.0-M2 through 11.0.5. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.90 though 8.5.100.   Users are recommended to upgrade to version 9.0.104, 10.1.40 or 11.0.6 which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2025-48988,CWE-770 Allocation of Resources Without Limits or Throttling,"Allocation of Resources Without Limits or Throttling vulnerability in Apache Tomcat.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.7, from 10.1.0-M1 through 10.1.41, from 9.0.0.M1 through 9.0.105. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 though 8.5.100. Other, older, EOL versions  may also be affected.   Users are recommended to upgrade to version 11.0.8, 10.1.42 or 9.0.106, which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2025-48989,CWE-404 Improper Resource Shutdown or Release,"Improper Resource Shutdown or Release vulnerability in Apache Tomcat made Tomcat vulnerable to the made you reset attack.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.9, from 10.1.0-M1 through 10.1.43 and from 9.0.0.M1 through 9.0.107. Older, EOL versions may also be affected.  Users are recommended to upgrade to one of versions 11.0.10, 10.1.44 or 9.0.108 which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2025-49125,CWE-288 Authentication Bypass Using an Alternate Path or Channel,"Authentication Bypass Using an Alternate Path or Channel vulnerability in Apache Tomcat.  When using PreResources or PostResources mounted other than at the root of the web application, it was possible to access those resources via an unexpected path. That path was likely not to be protected by the same security constraints as the expected path, allowing those security constraints to be bypassed.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.7, from 10.1.0-M1 through 10.1.41, from 9.0.0.M1 through 9.0.105. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 through 8.5.100. Other, older, EOL versions  may also be affected.   Users are recommended to upgrade to version 11.0.8, 10.1.42 or 9.0.106, which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2025-52520,CWE-190 Integer Overflow or Wraparound,"For some unlikely configurations of multipart upload, an Integer Overflow vulnerability in Apache Tomcat could lead to a DoS via bypassing of size limits.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.8, from 10.1.0-M1 through 10.1.42, from 9.0.0.M1 through 9.0.106. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 through 8.5.100. Other, older, EOL versions  may also be affected.   Users are recommended to upgrade to version 11.0.9, 10.1.43 or 9.0.107, which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2025-53506,CWE-400 Uncontrolled Resource Consumption,"Uncontrolled Resource Consumption vulnerability in Apache Tomcat if an HTTP/2 client did not acknowledge the initial settings frame that reduces the maximum permitted concurrent streams.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.8, from 10.1.0-M1 through 10.1.42, from 9.0.0.M1 through 9.0.106. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 through 8.5.100. Other EOL versions may also be affected.   Users are recommended to upgrade to version 11.0.9, 10.1.43 or 9.0.107, which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2025-55752,CWE-23 Relative Path Traversal,"Relative Path Traversal vulnerability in Apache Tomcat.  The fix for bug 60013 introduced a regression where the       rewritten URL was normalized before it was decoded. This introduced the       possibility that, for rewrite rules that rewrite query parameters to the       URL, an attacker could manipulate the request URI to bypass security       constraints including the protection for /WEB-INF/ and /META-INF/. If PUT requests were also enabled then malicious files could be uploaded leading to remote code execution. PUT requests are normally limited to trusted users and it is considered unlikely that PUT requests would be enabled in conjunction with a rewrite that manipulated the URI.    This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.10, from 10.1.0-M1 through 10.1.44, from 9.0.0.M11 through 9.0.108.  The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.6 though 8.5.100. Other, older, EOL versions may also be affected. Users are recommended to upgrade to version 11.0.11 or later, 10.1.45 or later or 9.0.109 or later, which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:1.6/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2025-46701,CWE-178 Improper Handling of Case Sensitivity,"Improper Handling of Case Sensitivity vulnerability in Apache Tomcat's GCI servlet allows security constraint bypass of security constraints that apply to the pathInfo component of a URI mapped to the CGI servlet.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.6, from 10.1.0-M1 through 10.1.40, from 9.0.0.M1 through 9.0.104. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 though 8.5.100. Other, older, EOL versions  may also be affected.   Users are recommended to upgrade to version 11.0.7, 10.1.41 or 9.0.105, which fixes the issue.",NVD,"","","",HIGH,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2025-55668,CWE-384 Session Fixation,"Session Fixation vulnerability in Apache Tomcat via rewrite valve.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.7, from 10.1.0-M1 through 10.1.41, from 9.0.0.M1 through 9.0.105. Older, EOL versions may also be affected.  Users are recommended to upgrade to version 11.0.8, 10.1.42 or 9.0.106, which fix the issue.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N/E:2.8/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2024-54677,CWE-400 Uncontrolled Resource Consumption,"Uncontrolled Resource Consumption vulnerability in the examples web application provided with Apache Tomcat leads to denial of service.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.1, from 10.1.0-M1 through 10.1.33, from 9.0.0.M1 through 9.9.97. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 though 8.5.100. Other, older, EOL versions  may also be affected.   Users are recommended to upgrade to version 11.0.2, 10.1.34 or 9.0.98, which fixes the issue.",NVD,"","","",MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
customer-service,"Fri, 26 Dec 2025 14:15:04 +0100",tomcat-embed-core-10.1.33.jar,/home/srozange/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.33/tomcat-embed-core-10.1.33.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",48ee7e18b3dd003d03189906ace0b413,d4d10b953164db057e4a803506e4552731e5a6a0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.33,"cpe:2.3:a:apache:tomcat:10.1.33:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.33:*:*:*:*:*:*:*",CVE-2025-61795,CWE-404 Improper Resource Shutdown or Release,"Improper Resource Shutdown or Release vulnerability in Apache Tomcat.  If an error occurred (including exceeding limits) during the processing of a multipart upload, temporary copies of the uploaded parts written to disc were not cleaned up immediately but left for the garbage collection process to delete. Depending on JVM settings, application memory usage and application load, it was possible that space for the temporary copies of uploaded parts would be filled faster than GC cleared it, leading to a DoS.    This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.11, from 10.1.0-M1 through 10.1.46, from 9.0.0.M1 through 9.0.109.  The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 though 8.5.100. Other, older, EOL versions may also be affected. Users are recommended to upgrade to version 11.0.12 or later, 10.1.47 or later or 9.0.110 or later which fixes the issue.",NVD,"","","",MEDIUM,5.3,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H/E:1.6/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
